folder_name,file_name,label1,prob1,label2,prob2,label3,prob3,label4,prob4,label5,prob5,label6,prob6,label7,prob7,label8,prob8,label9,prob9,label10,prob10
C:\IMAGES_SNEV\Flickr\picos\2015\17667921784.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\17667921784.jpg,promontory,0.64208585,breakwater,0.07356866,lakeside,0.05181753,seashore,0.04717576,sea_lion,0.025386874,beacon,0.023616297,cliff,0.019749628,stone_wall,0.013712168,valley,0.012809443,castle,0.011303847
C:\IMAGES_SNEV\Flickr\picos\2015\18102075448.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\18102075448.jpg,coral_reef,0.3178054,valley,0.15207647,breakwater,0.09636085,promontory,0.044217248,seashore,0.036021844,sandbar,0.034213405,lakeside,0.030032404,conch,0.027925845,cliff,0.026084544,starfish,0.020615257
C:\IMAGES_SNEV\Flickr\picos\2015\18102775360.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\18102775360.jpg,breakwater,0.6247644,castle,0.04377875,stone_wall,0.0402043,promontory,0.039594132,lakeside,0.0367557,cliff,0.035360865,beacon,0.029673135,maze,0.026704816,flagpole,0.020568706,wreck,0.01244849
C:\IMAGES_SNEV\Flickr\picos\2015\18104276319.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\18104276319.jpg,promontory,0.9031354,cliff,0.04982441,breakwater,0.024665177,seashore,0.0076295636,volcano,0.005376599,beacon,0.0041167554,lakeside,0.0016245301,wreck,0.0005315564,container_ship,0.000310938,valley,0.00025443183
C:\IMAGES_SNEV\Flickr\picos\2015\18144698663.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\18144698663.jpg,worm_fence,0.90032893,valley,0.025308883,lakeside,0.017661659,picket_fence,0.010268409,stone_wall,0.005575925,alp,0.004117327,dam,0.0033322722,mountain_bike,0.0033298323,cannon,0.0025664938,turnstile,0.0025562127
C:\IMAGES_SNEV\Flickr\picos\2015\18272705422.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\18272705422.jpg,promontory,0.5364939,cliff,0.4211085,valley,0.022895591,lakeside,0.010446717,seashore,0.0034752074,breakwater,0.0016081269,volcano,0.0007627584,castle,0.0007303525,alp,0.00061925594,suspension_bridge,0.000345233
C:\IMAGES_SNEV\Flickr\picos\2015\18277869601.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\18277869601.jpg,promontory,0.6046775,seashore,0.30235246,cliff,0.07473926,beacon,0.007494122,breakwater,0.0033145442,wreck,0.002162677,sandbar,0.000910386,oystercatcher,0.00089729205,sea_lion,0.0004949518,weasel,0.00047765934
C:\IMAGES_SNEV\Flickr\picos\2015\19884175194.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\19884175194.jpg,alp,0.56703246,cliff,0.14231335,valley,0.08903737,volcano,0.059961624,promontory,0.03269672,seashore,0.02770553,geyser,0.021717116,castle,0.007046288,mountain_tent,0.0067248717,wreck,0.006003278
C:\IMAGES_SNEV\Flickr\picos\2015\19949612564.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\19949612564.jpg,lakeside,0.45743746,valley,0.19069575,cliff,0.125434,promontory,0.1079764,alp,0.057281934,breakwater,0.018094158,seashore,0.008309286,dam,0.0053668744,castle,0.0023857392,mountain_bike,0.0020884024
C:\IMAGES_SNEV\Flickr\picos\2015\20536264983.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\20536264983.jpg,palace,0.8737259,gondola,0.056921076,fountain,0.034621313,castle,0.0153137315,library,0.0033780646,dome,0.0022943176,cab,0.0015614225,triumphal_arch,0.0014656951,obelisk,0.0012100838,vault,0.0009402463
C:\IMAGES_SNEV\Flickr\picos\2015\20539866321.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\20539866321.jpg,volcano,0.73128384,breakwater,0.06702499,lakeside,0.05456836,park_bench,0.04427361,fountain,0.022975834,seashore,0.012960454,wreck,0.008065023,cliff,0.0076395255,sea_urchin,0.0070114858,bannister,0.005759356
C:\IMAGES_SNEV\Flickr\picos\2015\20895960944.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\20895960944.jpg,dragonfly,0.1508257,grasshopper,0.13820481,walking_stick,0.122474216,buckeye,0.080264196,green_lizard,0.069688074,tiger_beetle,0.03912641,ant,0.038393907,cricket,0.038345203,leaf_beetle,0.0315745,green_snake,0.019096699
C:\IMAGES_SNEV\Flickr\picos\2015\20906709519.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\20906709519.jpg,lion,0.9993629,chow,0.00038840703,bison,0.00016224291,macaque,1.7981267e-05,cheetah,1.0362085e-05,ram,8.602792e-06,lynx,6.074031e-06,leopard,5.8994096e-06,dhole,5.3626136e-06,gorilla,2.4030485e-06
C:\IMAGES_SNEV\Flickr\picos\2015\21147822442.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\21147822442.jpg,gorilla,0.9933094,orangutan,0.0053442935,chimpanzee,0.0007614438,fountain,6.9646114e-05,guenon,4.9577895e-05,great_grey_owl,3.6317306e-05,hook,3.4434084e-05,lion,2.6109374e-05,baboon,2.1389927e-05,fox_squirrel,2.0351092e-05
C:\IMAGES_SNEV\Flickr\picos\2015\21330671560.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\21330671560.jpg,daisy,0.49908194,bee,0.23129632,ant,0.06694252,cabbage_butterfly,0.045071676,sulphur_butterfly,0.028978663,ladybug,0.026528232,picket_fence,0.021812374,pinwheel,0.017619228,monarch,0.010889605,pot,0.010223127
C:\IMAGES_SNEV\Flickr\picos\2015\21330673670.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\21330673670.jpg,rapeseed,0.17880702,Granny_Smith,0.04670805,centipede,0.040422894,sea_anemone,0.03458091,indigo_bunting,0.024562016,ear,0.017382238,ladybug,0.015333248,chainlink_fence,0.014532867,bustard,0.014524477,golf_ball,0.01407215
C:\IMAGES_SNEV\Flickr\picos\2015\21423250256.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\21423250256.jpg,seashore,0.43728483,sandbar,0.3807597,wreck,0.032924756,sea_snake,0.030298863,Cardigan,0.010884065,Staffordshire_bullterrier,0.009106066,West_Highland_white_terrier,0.0056764144,French_bulldog,0.0052835173,dingo,0.0037149803,EntleBucher,0.0034572815
C:\IMAGES_SNEV\Flickr\picos\2015\22527639758.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\22527639758.jpg,promontory,0.52208006,wreck,0.25164294,seashore,0.09669113,cliff,0.055705324,breakwater,0.015297868,castle,0.010941843,valley,0.0058329115,lakeside,0.0055706194,yawl,0.0027992183,dam,0.0024746812
C:\IMAGES_SNEV\Flickr\picos\2015\22628226404.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\22628226404.jpg,seashore,0.59376925,sandbar,0.33437446,promontory,0.034557793,lakeside,0.031681783,cliff,0.0026102248,wreck,0.00074949913,breakwater,0.00033201335,valley,0.00030017053,alp,0.00020151422,leatherback_turtle,0.00019805826
C:\IMAGES_SNEV\Flickr\picos\2015\22629546113.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\22629546113.jpg,sandbar,0.74363726,seashore,0.2493316,lakeside,0.004124079,breakwater,0.0007325946,promontory,0.0006632892,cliff,0.0006474775,dam,0.00042952906,valley,0.00028047102,alp,5.697723e-05,wreck,2.5271609e-05
C:\IMAGES_SNEV\Flickr\picos\2015\22629547593.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\22629547593.jpg,sandbar,0.739803,seashore,0.2566394,promontory,0.00094266696,wreck,0.0004685349,leatherback_turtle,0.00041841523,lakeside,0.0003613024,cliff,0.00023724772,sea_lion,0.00014842987,breakwater,0.00014720584,dingo,8.806835e-05
C:\IMAGES_SNEV\Flickr\picos\2015\22670407575.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\22670407575.jpg,castle,0.9909548,palace,0.0015822513,grille,0.0010748687,limousine,0.0010551852,church,0.0010306387,sports_car,0.00078099844,convertible,0.0006819093,racer,0.00047085702,cab,0.00031682197,car_wheel,0.00026758306
C:\IMAGES_SNEV\Flickr\picos\2015\22854686600.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\22854686600.jpg,snowmobile,0.31646517,ski,0.24958983,park_bench,0.07354552,lakeside,0.032623835,snowplow,0.0292521,barrow,0.02571996,dogsled,0.020345455,bobsled,0.018056758,alp,0.014356123,Eskimo_dog,0.013313735
C:\IMAGES_SNEV\Flickr\picos\2015\23153368102.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\23153368102.jpg,pedestal,0.41561946,book_jacket,0.21684773,brass,0.04972888,triumphal_arch,0.04698256,panpipe,0.027381524,obelisk,0.018711297,fountain,0.013391728,accordion,0.012033312,marimba,0.007500517,altar,0.007312684
C:\IMAGES_SNEV\Flickr\picos\2015\23230524646.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\23230524646.jpg,seashore,0.6748253,sandbar,0.242756,lakeside,0.051738948,promontory,0.022506172,cliff,0.006404979,valley,0.0002806414,leatherback_turtle,0.00025361215,wreck,0.00023432214,dam,0.00014211856,coral_reef,9.8878285e-05
C:\IMAGES_SNEV\Flickr\picos\2015\23427684786.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\23427684786.jpg,balance_beam,0.7833757,horizontal_bar,0.03890094,parallel_bars,0.037541654,knee_pad,0.026626835,unicycle,0.023356117,ping-pong_ball,0.0198625,punching_bag,0.014273836,volleyball,0.0137418015,basketball,0.008068657,shoji,0.005340008
C:\IMAGES_SNEV\Flickr\picos\2015\23776105560.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\23776105560.jpg,cliff,0.46961606,volcano,0.22765093,seashore,0.120450824,promontory,0.11112366,alp,0.0213037,castle,0.010565887,breakwater,0.009050428,beacon,0.0049300226,valley,0.0041233697,sarong,0.0034867031
C:\IMAGES_SNEV\Flickr\picos\2015\24043742396.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\24043742396.jpg,seashore,0.18458056,dock,0.17083599,breakwater,0.123584814,palace,0.08770349,castle,0.060430136,church,0.04513116,triumphal_arch,0.03155029,gondola,0.030104747,obelisk,0.02998049,lakeside,0.0281908
C:\IMAGES_SNEV\Flickr\picos\2015\24394779934.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\24394779934.jpg,castle,0.4045205,tile_roof,0.15094493,church,0.07735584,palace,0.055460207,monastery,0.02253284,doormat,0.018432768,maze,0.015055309,solar_dish,0.013559802,balloon,0.010432671,dam,0.009367022
C:\IMAGES_SNEV\Flickr\picos\2015\24717566847.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\24717566847.jpg,monastery,0.82389265,castle,0.079120204,church,0.04112025,vault,0.017215997,palace,0.0059276978,prison,0.0028220557,alp,0.0026711512,bell_cote,0.0023648383,barn,0.0020756922,triumphal_arch,0.0019240627
C:\IMAGES_SNEV\Flickr\picos\2015\26195033884.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\26195033884.jpg,pier,0.40205866,dock,0.16614982,suspension_bridge,0.089346156,liner,0.08070621,breakwater,0.07263763,steel_arch_bridge,0.038147714,chainlink_fence,0.035436932,lakeside,0.013034256,castle,0.012713766,dam,0.011926086
C:\IMAGES_SNEV\Flickr\picos\2015\29751115955.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\29751115955.jpg,pier,0.33980602,beacon,0.2822472,dock,0.12105046,lakeside,0.07257381,breakwater,0.06269764,boathouse,0.023548037,promontory,0.0144090885,picket_fence,0.01243376,crane,0.0076569747,church,0.005919267
C:\IMAGES_SNEV\Flickr\picos\2015\30436267846.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\30436267846.jpg,church,0.5071824,castle,0.35365698,monastery,0.061988607,viaduct,0.028950697,rapeseed,0.008243791,valley,0.008034114,palace,0.006891105,barn,0.0020118316,vault,0.0017984024,tile_roof,0.0016538383
C:\IMAGES_SNEV\Flickr\picos\2015\31436832805.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\31436832805.jpg,lakeside,0.16760595,church,0.13769335,valley,0.13447829,volcano,0.09405833,beacon,0.069493696,castle,0.037348934,seashore,0.03371934,fountain,0.031581763,planetarium,0.028114138,mountain_tent,0.027516408
C:\IMAGES_SNEV\Flickr\picos\2015\32691150964.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\32691150964.jpg,pedestal,0.9785125,sundial,0.012905715,obelisk,0.0017832038,fountain,0.0016217083,triumphal_arch,0.0010720289,vase,0.0006200363,pitcher,0.0003891602,lampshade,0.0003212978,cuirass,0.00031685486,chime,0.00025146495
C:\IMAGES_SNEV\Flickr\picos\2015\33406347491.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\33406347491.jpg,pedestal,0.97102016,sundial,0.012427285,obelisk,0.0057082404,triumphal_arch,0.0039331997,conch,0.002083471,vault,0.00054545933,cuirass,0.00045036702,fountain,0.00044357334,stupa,0.00022959759,vase,0.00020807875
C:\IMAGES_SNEV\Flickr\picos\2015\33513882575.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\33513882575.jpg,ram,0.29704595,Chesapeake_Bay_retriever,0.13440146,malinois,0.12087016,llama,0.09566533,ibex,0.034403916,Arabian_camel,0.01722233,kelpie,0.0149681,collie,0.012671113,bison,0.012332494,worm_fence,0.012232964
C:\IMAGES_SNEV\Flickr\picos\2015\33871772156.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\33871772156.jpg,pedestal,0.95818996,fountain,0.021985477,vase,0.007575657,stole,0.0018139525,conch,0.0017324693,sundial,0.0014649055,triumphal_arch,0.0009995534,pitcher,0.00088893215,mushroom,0.0006817604,radiator,0.00048764728
C:\IMAGES_SNEV\Flickr\picos\2015\33912763555.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\33912763555.jpg,pedestal,0.85763144,sundial,0.04332213,fountain,0.023629656,wool,0.010582943,birdhouse,0.009056415,triumphal_arch,0.008004646,stole,0.0076145004,chime,0.005319901,knot,0.0037753475,fur_coat,0.0028343406
C:\IMAGES_SNEV\Flickr\picos\2015\35293747894.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\35293747894.jpg,seashore,0.8452948,promontory,0.08953164,cliff,0.05903413,sandbar,0.004543952,wreck,0.00053014234,beacon,0.0001541258,leatherback_turtle,0.00013846374,sarong,0.00011292668,breakwater,8.24335e-05,snorkel,6.537777e-05
C:\IMAGES_SNEV\Flickr\picos\2015\37869267232.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\37869267232.jpg,seashore,0.46154743,castle,0.2941467,cliff,0.13164668,promontory,0.0365023,wreck,0.024848055,breakwater,0.015342307,megalith,0.007528733,hay,0.004565656,sandbar,0.002575336,beacon,0.0012612428
C:\IMAGES_SNEV\Flickr\picos\2015\42812630191.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\42812630191.jpg,speedboat,0.625742,killer_whale,0.25427806,paddle,0.020549385,ski,0.012789678,snowmobile,0.012450253,fountain,0.010373232,canoe,0.008716954,amphibian,0.007949384,breakwater,0.005711465,catamaran,0.005188766
C:\IMAGES_SNEV\Flickr\picos\2015\47924049642.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\47924049642.jpg,yellow_lady's_slipper,0.3064058,ear,0.24144197,corn,0.15170546,pot,0.07985546,greenhouse,0.0371655,picket_fence,0.03187002,banana,0.024315458,bell_pepper,0.02032516,zucchini,0.018889494,custard_apple,0.016211417
C:\IMAGES_SNEV\Flickr\picos\2015\47948458953.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\47948458953.jpg,stone_wall,0.25101912,standard_poodle,0.10049276,promontory,0.09010759,cliff,0.065837294,megalith,0.061758645,cliff_dwelling,0.040998895,marmot,0.038063932,Kerry_blue_terrier,0.0358744,picket_fence,0.03572275,Lakeland_terrier,0.03366394
C:\IMAGES_SNEV\Flickr\picos\2015\47964199567.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\47964199567.jpg,monastery,0.6023722,triumphal_arch,0.16519801,vault,0.09607286,prison,0.026492601,bell_cote,0.02079664,gondola,0.011984584,church,0.010122684,suspension_bridge,0.010119866,palace,0.008006106,viaduct,0.007308047
C:\IMAGES_SNEV\Flickr\picos\2015\48008332933.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\48008332933.jpg,vault,0.65803,church,0.095937155,organ,0.089835264,stupa,0.026917031,altar,0.023137022,bell_cote,0.01631245,monastery,0.011213681,palace,0.009917911,tile_roof,0.0084677925,dome,0.007128006
C:\IMAGES_SNEV\Flickr\picos\2015\48044273558.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\48044273558.jpg,picket_fence,0.23763369,bee,0.2239439,chainlink_fence,0.10024545,daisy,0.081787296,ant,0.07470313,pot,0.06043208,hip,0.025644302,fly,0.023759527,earthstar,0.017607935,worm_fence,0.013756049
C:\IMAGES_SNEV\Flickr\picos\2015\48062355047.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\48062355047.jpg,buckeye,0.9583316,hip,0.010197641,pot,0.005097758,walking_stick,0.0034073815,greenhouse,0.0030472055,bee,0.0018051375,leaf_beetle,0.0015649123,admiral,0.0015555508,ladybug,0.0015189718,coral_fungus,0.0008693791
C:\IMAGES_SNEV\Flickr\picos\2015\48121175742.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\48121175742.jpg,monastery,0.5287631,tile_roof,0.07550336,patio,0.06767967,picket_fence,0.06100347,prison,0.03912586,restaurant,0.032804027,church,0.023433855,palace,0.01518369,thatch,0.014502838,cinema,0.010745722
C:\IMAGES_SNEV\Flickr\picos\2015\48121175882.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\48121175882.jpg,monastery,0.67355806,alp,0.2071183,stupa,0.048296146,valley,0.020184543,tile_roof,0.008620322,lakeside,0.0068406714,church,0.0059465156,picket_fence,0.0040916796,crane,0.002829422,patio,0.0020172815
C:\IMAGES_SNEV\Flickr\picos\2015\48327357462.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\48327357462.jpg,monastery,0.68968284,castle,0.22629848,church,0.059029322,palace,0.018002942,bell_cote,0.0011958927,dome,0.0010929212,mosque,0.0010168336,vault,0.00057902746,triumphal_arch,0.00025761858,fountain,0.00020754068
C:\IMAGES_SNEV\Flickr\picos\2015\48360535551.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\48360535551.jpg,seashore,0.8582094,promontory,0.07454826,wreck,0.021280909,amphibian,0.01751612,cliff,0.01408056,sandbar,0.0051141493,breakwater,0.0018364256,beacon,0.0016883212,tank,0.0015792557,lakeside,0.0005094427
C:\IMAGES_SNEV\Flickr\picos\2015\48360538276.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\48360538276.jpg,promontory,0.32427907,breakwater,0.18364802,cannon,0.1689668,beacon,0.13548112,cliff,0.12153242,wreck,0.03640174,seashore,0.009300675,megalith,0.005042459,flagpole,0.0015274008,stone_wall,0.001518447
C:\IMAGES_SNEV\Flickr\picos\2015\48401884262.jpg,C:\IMAGES_SNEV\Flickr\picos\2015\48401884262.jpg,buckeye,0.11848667,chainlink_fence,0.11748346,cliff,0.11085346,picket_fence,0.10436219,greenhouse,0.061277103,spaghetti_squash,0.050177615,worm_fence,0.039544854,stone_wall,0.039422628,acorn,0.030561844,fountain,0.020357471
